layer,sentence,train_acc,test_acc,n_samples,n_train,n_test
20,10,1.0,0.25,28,24,4
20,11,1.0,0.0,28,24,4
20,12,1.0,0.25,28,24,4
20,13,1.0,0.25,26,22,4
20,14,1.0,0.0,25,21,4
20,15,1.0,0.0,19,15,4
20,16,1.0,0.0,18,14,4
20,17,1.0,0.0,17,13,4
20,18,1.0,0.0,16,12,4
20,19,1.0,0.25,14,10,4
20,20,1.0,0.0,14,10,4
20,21,1.0,0.6666666666666666,13,10,3
20,22,1.0,0.0,12,9,3
20,23,1.0,0.0,10,7,3
20,24,1.0,0.0,10,7,3
20,25,1.0,0.0,10,7,3
21,0,1.0,0.2,30,25,5
21,1,1.0,0.2,30,25,5
21,2,1.0,0.2,30,25,5
21,3,1.0,0.0,30,25,5
21,4,1.0,0.0,30,25,5
21,5,1.0,0.6,30,25,5
21,6,1.0,0.25,29,25,4
21,7,1.0,0.25,29,25,4
21,8,1.0,0.25,29,25,4
21,9,1.0,0.75,28,24,4
21,10,1.0,0.25,28,24,4
21,11,1.0,0.0,28,24,4
21,12,1.0,0.0,28,24,4
21,13,1.0,0.0,26,22,4
21,14,1.0,0.25,25,21,4
21,15,1.0,0.0,19,15,4
21,16,1.0,0.0,18,14,4
21,17,1.0,0.0,17,13,4
21,18,1.0,0.0,16,12,4
21,19,1.0,0.25,14,10,4
21,20,1.0,0.0,14,10,4
21,21,1.0,0.6666666666666666,13,10,3
21,22,1.0,0.0,12,9,3
21,23,1.0,0.0,10,7,3
21,24,1.0,0.0,10,7,3
21,25,1.0,0.0,10,7,3
22,0,1.0,0.2,30,25,5
22,1,1.0,0.2,30,25,5
22,2,1.0,0.0,30,25,5
22,3,1.0,0.0,30,25,5
22,4,1.0,0.0,30,25,5
22,5,1.0,0.6,30,25,5
22,6,1.0,0.25,29,25,4
22,7,1.0,0.25,29,25,4
22,8,1.0,0.25,29,25,4
22,9,1.0,0.75,28,24,4
22,10,1.0,0.25,28,24,4
22,11,1.0,0.0,28,24,4
22,12,1.0,0.0,28,24,4
22,13,1.0,0.25,26,22,4
22,14,1.0,0.25,25,21,4
22,15,1.0,0.0,19,15,4
22,16,1.0,0.0,18,14,4
22,17,1.0,0.0,17,13,4
22,18,1.0,0.0,16,12,4
22,19,1.0,0.25,14,10,4
22,20,1.0,0.0,14,10,4
22,21,1.0,0.6666666666666666,13,10,3
22,22,1.0,0.0,12,9,3
22,23,1.0,0.0,10,7,3
22,24,1.0,0.0,10,7,3
22,25,1.0,0.0,10,7,3
23,0,1.0,0.2,30,25,5
23,1,1.0,0.2,30,25,5
23,2,1.0,0.2,30,25,5
23,3,1.0,0.0,30,25,5
23,4,1.0,0.0,30,25,5
23,5,1.0,0.4,30,25,5
23,6,1.0,0.25,29,25,4
23,7,1.0,0.5,29,25,4
23,8,1.0,0.25,29,25,4
23,9,1.0,0.75,28,24,4
23,10,1.0,0.25,28,24,4
23,11,1.0,0.0,28,24,4
23,12,1.0,0.25,28,24,4
23,13,1.0,0.25,26,22,4
23,14,1.0,0.25,25,21,4
23,15,1.0,0.0,19,15,4
23,16,1.0,0.0,18,14,4
23,17,1.0,0.0,17,13,4
23,18,1.0,0.0,16,12,4
23,19,1.0,0.25,14,10,4
23,20,1.0,0.25,14,10,4
23,21,1.0,0.3333333333333333,13,10,3
23,22,1.0,0.0,12,9,3
23,23,1.0,0.0,10,7,3
23,24,1.0,0.0,10,7,3
23,25,1.0,0.0,10,7,3
24,0,1.0,0.2,30,25,5
24,1,1.0,0.2,30,25,5
24,2,1.0,0.2,30,25,5
24,3,1.0,0.0,30,25,5
24,4,1.0,0.0,30,25,5
24,5,1.0,0.0,30,25,5
24,6,1.0,0.25,29,25,4
24,7,1.0,0.25,29,25,4
24,8,1.0,0.0,29,25,4
