layer,sentence,train_acc,test_acc,n_samples,n_train,n_test
13,23,1.0,0.3333333333333333,20,17,3
14,0,1.0,0.45454545454545453,55,44,11
14,1,1.0,0.45454545454545453,55,44,11
14,2,1.0,0.6363636363636364,55,44,11
14,3,1.0,0.45454545454545453,55,44,11
14,4,1.0,0.6363636363636364,55,44,11
14,5,1.0,0.5454545454545454,55,44,11
14,6,1.0,0.5454545454545454,54,43,11
14,7,1.0,0.45454545454545453,54,43,11
14,8,1.0,0.5454545454545454,54,43,11
14,9,1.0,0.45454545454545453,53,42,11
14,10,1.0,0.45454545454545453,53,42,11
14,11,1.0,0.6363636363636364,53,42,11
14,12,1.0,0.45454545454545453,52,41,11
14,13,1.0,0.6,49,39,10
14,14,1.0,0.4444444444444444,43,34,9
14,15,1.0,0.3333333333333333,35,29,6
14,16,1.0,0.6,31,26,5
14,17,1.0,0.6,29,24,5
14,18,1.0,0.5,27,23,4
14,19,1.0,0.5,25,21,4
14,20,1.0,0.5,24,20,4
14,21,1.0,0.5,23,19,4
14,22,1.0,0.5,22,18,4
14,23,1.0,0.3333333333333333,20,17,3
15,0,1.0,0.45454545454545453,55,44,11
15,1,1.0,0.45454545454545453,55,44,11
15,2,1.0,0.6363636363636364,55,44,11
15,3,1.0,0.45454545454545453,55,44,11
15,4,1.0,0.6363636363636364,55,44,11
15,5,1.0,0.45454545454545453,55,44,11
15,6,1.0,0.5454545454545454,54,43,11
15,7,1.0,0.5454545454545454,54,43,11
15,8,1.0,0.5454545454545454,54,43,11
15,9,1.0,0.45454545454545453,53,42,11
15,10,1.0,0.5454545454545454,53,42,11
15,11,1.0,0.5454545454545454,53,42,11
15,12,1.0,0.36363636363636365,52,41,11
15,13,1.0,0.6,49,39,10
15,14,1.0,0.4444444444444444,43,34,9
15,15,1.0,0.3333333333333333,35,29,6
15,16,1.0,0.4,31,26,5
15,17,1.0,0.6,29,24,5
15,18,1.0,0.5,27,23,4
15,19,1.0,0.5,25,21,4
15,20,1.0,0.5,24,20,4
15,21,1.0,0.5,23,19,4
15,22,1.0,0.5,22,18,4
15,23,1.0,0.3333333333333333,20,17,3
16,0,1.0,0.45454545454545453,55,44,11
16,1,1.0,0.45454545454545453,55,44,11
16,2,1.0,0.6363636363636364,55,44,11
16,3,1.0,0.45454545454545453,55,44,11
16,4,1.0,0.6363636363636364,55,44,11
16,5,1.0,0.5454545454545454,55,44,11
16,6,1.0,0.5454545454545454,54,43,11
16,7,1.0,0.6363636363636364,54,43,11
16,8,1.0,0.5454545454545454,54,43,11
16,9,1.0,0.45454545454545453,53,42,11
16,10,1.0,0.6363636363636364,53,42,11
16,11,1.0,0.6363636363636364,53,42,11
16,12,1.0,0.36363636363636365,52,41,11
16,13,1.0,0.6,49,39,10
16,14,1.0,0.4444444444444444,43,34,9
16,15,1.0,0.3333333333333333,35,29,6
16,16,1.0,0.4,31,26,5
16,17,1.0,0.4,29,24,5
16,18,1.0,0.5,27,23,4
16,19,1.0,0.5,25,21,4
16,20,1.0,0.5,24,20,4
16,21,1.0,0.5,23,19,4
16,22,1.0,0.5,22,18,4
16,23,1.0,0.3333333333333333,20,17,3
17,0,1.0,0.45454545454545453,55,44,11
17,1,1.0,0.45454545454545453,55,44,11
17,2,1.0,0.5454545454545454,55,44,11
17,3,1.0,0.5454545454545454,55,44,11
17,4,1.0,0.6363636363636364,55,44,11
17,5,1.0,0.45454545454545453,55,44,11
17,6,1.0,0.6363636363636364,54,43,11
17,7,1.0,0.6363636363636364,54,43,11
17,8,1.0,0.5454545454545454,54,43,11
17,9,1.0,0.45454545454545453,53,42,11
17,10,1.0,0.7272727272727273,53,42,11
17,11,1.0,0.6363636363636364,53,42,11
17,12,1.0,0.36363636363636365,52,41,11
17,13,1.0,0.7,49,39,10
17,14,1.0,0.3333333333333333,43,34,9
17,15,1.0,0.3333333333333333,35,29,6
17,16,1.0,0.4,31,26,5
17,17,1.0,0.4,29,24,5
17,18,1.0,0.5,27,23,4
17,19,1.0,0.5,25,21,4
17,20,1.0,0.5,24,20,4
17,21,1.0,0.5,23,19,4
17,22,1.0,0.5,22,18,4
17,23,1.0,0.3333333333333333,20,17,3
18,0,1.0,0.45454545454545453,55,44,11
18,1,1.0,0.45454545454545453,55,44,11
18,2,1.0,0.5454545454545454,55,44,11
18,3,1.0,0.45454545454545453,55,44,11
18,4,1.0,0.6363636363636364,55,44,11
18,5,1.0,0.45454545454545453,55,44,11
18,6,1.0,0.5454545454545454,54,43,11
18,7,1.0,0.5454545454545454,54,43,11
18,8,1.0,0.5454545454545454,54,43,11
18,9,1.0,0.45454545454545453,53,42,11
18,10,1.0,0.6363636363636364,53,42,11
18,11,1.0,0.6363636363636364,53,42,11
18,12,1.0,0.6363636363636364,52,41,11
18,13,1.0,0.7,49,39,10
18,14,1.0,0.4444444444444444,43,34,9
18,15,1.0,0.3333333333333333,35,29,6
18,16,1.0,0.4,31,26,5
18,17,1.0,0.6,29,24,5
18,18,1.0,0.5,27,23,4
18,19,1.0,0.5,25,21,4
18,20,1.0,0.5,24,20,4
18,21,1.0,0.5,23,19,4
18,22,1.0,0.5,22,18,4
18,23,1.0,0.6666666666666666,20,17,3
19,0,1.0,0.45454545454545453,55,44,11
19,1,1.0,0.45454545454545453,55,44,11
19,2,1.0,0.5454545454545454,55,44,11
19,3,1.0,0.45454545454545453,55,44,11
19,4,1.0,0.6363636363636364,55,44,11
19,5,1.0,0.36363636363636365,55,44,11
19,6,1.0,0.5454545454545454,54,43,11
