layer,sentence,train_acc,test_acc,n_samples,n_train,n_test
11,2,1.0,0.5,30,24,6
11,3,1.0,0.5,30,24,6
11,4,1.0,0.3333333333333333,30,24,6
11,5,1.0,0.5,30,24,6
11,6,1.0,0.6666666666666666,29,23,6
11,7,1.0,0.6666666666666666,29,23,6
11,8,1.0,0.5,29,23,6
11,9,1.0,0.4,28,23,5
11,10,1.0,0.6,28,23,5
11,11,1.0,0.4,28,23,5
11,12,1.0,0.4,28,23,5
11,13,1.0,0.4,26,21,5
11,14,1.0,0.4,25,20,5
11,15,1.0,0.6666666666666666,19,16,3
11,16,1.0,0.6666666666666666,18,15,3
11,17,1.0,0.6666666666666666,17,14,3
11,18,1.0,1.0,16,13,3
11,19,1.0,1.0,14,12,2
11,20,1.0,1.0,14,12,2
11,21,1.0,1.0,13,11,2
11,22,1.0,1.0,12,10,2
12,0,1.0,0.5,30,24,6
12,1,1.0,0.6666666666666666,30,24,6
12,2,1.0,0.5,30,24,6
12,3,1.0,0.5,30,24,6
12,4,1.0,0.3333333333333333,30,24,6
12,5,1.0,0.5,30,24,6
12,6,1.0,0.6666666666666666,29,23,6
12,7,1.0,0.6666666666666666,29,23,6
12,8,1.0,0.5,29,23,6
12,9,1.0,0.4,28,23,5
12,10,1.0,0.4,28,23,5
12,11,1.0,0.4,28,23,5
12,12,1.0,0.4,28,23,5
12,13,1.0,0.4,26,21,5
12,14,1.0,0.4,25,20,5
12,15,1.0,0.6666666666666666,19,16,3
12,16,1.0,0.6666666666666666,18,15,3
12,17,1.0,0.6666666666666666,17,14,3
12,18,1.0,1.0,16,13,3
12,19,1.0,1.0,14,12,2
12,20,1.0,1.0,14,12,2
12,21,1.0,1.0,13,11,2
12,22,1.0,1.0,12,10,2
13,0,1.0,0.5,30,24,6
13,1,1.0,0.6666666666666666,30,24,6
13,2,1.0,0.5,30,24,6
13,3,1.0,0.5,30,24,6
13,4,1.0,0.3333333333333333,30,24,6
13,5,1.0,0.5,30,24,6
13,6,1.0,0.6666666666666666,29,23,6
13,7,1.0,0.6666666666666666,29,23,6
13,8,1.0,0.5,29,23,6
13,9,1.0,0.4,28,23,5
13,10,1.0,0.6,28,23,5
13,11,1.0,0.4,28,23,5
13,12,1.0,0.4,28,23,5
13,13,1.0,0.6,26,21,5
13,14,1.0,0.6,25,20,5
13,15,1.0,0.6666666666666666,19,16,3
13,16,1.0,0.6666666666666666,18,15,3
13,17,1.0,1.0,17,14,3
13,18,1.0,1.0,16,13,3
13,19,1.0,1.0,14,12,2
13,20,1.0,1.0,14,12,2
13,21,1.0,1.0,13,11,2
13,22,1.0,1.0,12,10,2
14,0,1.0,0.5,30,24,6
14,1,1.0,0.6666666666666666,30,24,6
14,2,1.0,0.5,30,24,6
14,3,1.0,0.5,30,24,6
14,4,1.0,0.3333333333333333,30,24,6
14,5,1.0,0.5,30,24,6
14,6,1.0,0.6666666666666666,29,23,6
14,7,1.0,0.5,29,23,6
14,8,1.0,0.3333333333333333,29,23,6
14,9,1.0,0.6,28,23,5
14,10,1.0,0.6,28,23,5
14,11,1.0,0.6,28,23,5
14,12,1.0,0.4,28,23,5
14,13,1.0,0.6,26,21,5
14,14,1.0,0.6,25,20,5
14,15,1.0,0.6666666666666666,19,16,3
14,16,1.0,0.6666666666666666,18,15,3
14,17,1.0,1.0,17,14,3
14,18,1.0,0.6666666666666666,16,13,3
14,19,1.0,1.0,14,12,2
14,20,1.0,1.0,14,12,2
14,21,1.0,1.0,13,11,2
14,22,1.0,1.0,12,10,2
15,0,1.0,0.6666666666666666,30,24,6
15,1,1.0,0.8333333333333334,30,24,6
15,2,1.0,0.5,30,24,6
15,3,1.0,0.6666666666666666,30,24,6
15,4,1.0,0.3333333333333333,30,24,6
15,5,1.0,0.5,30,24,6
15,6,1.0,0.6666666666666666,29,23,6
15,7,1.0,0.6666666666666666,29,23,6
15,8,1.0,0.5,29,23,6
15,9,1.0,0.4,28,23,5
15,10,1.0,0.6,28,23,5
15,11,1.0,0.6,28,23,5
15,12,1.0,0.4,28,23,5
15,13,1.0,0.6,26,21,5
15,14,1.0,0.6,25,20,5
15,15,1.0,0.6666666666666666,19,16,3
15,16,1.0,0.6666666666666666,18,15,3
15,17,1.0,1.0,17,14,3
15,18,1.0,1.0,16,13,3
15,19,1.0,1.0,14,12,2
15,20,1.0,1.0,14,12,2
15,21,1.0,1.0,13,11,2
15,22,1.0,1.0,12,10,2
16,0,1.0,0.6666666666666666,30,24,6
16,1,1.0,0.8333333333333334,30,24,6
16,2,1.0,0.5,30,24,6
16,3,1.0,0.6666666666666666,30,24,6
16,4,1.0,0.3333333333333333,30,24,6
16,5,1.0,0.6666666666666666,30,24,6
16,6,1.0,0.6666666666666666,29,23,6
16,7,1.0,0.5,29,23,6
16,8,1.0,0.5,29,23,6
16,9,1.0,0.4,28,23,5
16,10,1.0,0.6,28,23,5
16,11,1.0,0.6,28,23,5
16,12,1.0,0.4,28,23,5
16,13,1.0,0.6,26,21,5
16,14,1.0,0.6,25,20,5
16,15,1.0,0.6666666666666666,19,16,3
16,16,1.0,0.6666666666666666,18,15,3
16,17,1.0,1.0,17,14,3
16,18,1.0,1.0,16,13,3
16,19,1.0,1.0,14,12,2
16,20,1.0,1.0,14,12,2
16,21,1.0,1.0,13,11,2
16,22,1.0,1.0,12,10,2
17,0,1.0,0.5,30,24,6
17,1,1.0,0.8333333333333334,30,24,6
17,2,1.0,0.5,30,24,6
17,3,1.0,0.8333333333333334,30,24,6
17,4,1.0,0.3333333333333333,30,24,6
17,5,1.0,0.6666666666666666,30,24,6
17,6,1.0,0.5,29,23,6
17,7,1.0,0.5,29,23,6
17,8,1.0,0.5,29,23,6
17,9,1.0,0.4,28,23,5
17,10,1.0,0.6,28,23,5
17,11,1.0,0.4,28,23,5
17,12,1.0,0.4,28,23,5
17,13,1.0,0.8,26,21,5
17,14,1.0,0.8,25,20,5
17,15,1.0,0.6666666666666666,19,16,3
17,16,1.0,0.6666666666666666,18,15,3
17,17,1.0,1.0,17,14,3
17,18,1.0,1.0,16,13,3
17,19,1.0,1.0,14,12,2
17,20,1.0,1.0,14,12,2
17,21,1.0,1.0,13,11,2
17,22,1.0,1.0,12,10,2
18,0,1.0,0.6666666666666666,30,24,6
18,1,1.0,0.8333333333333334,30,24,6
18,2,1.0,0.5,30,24,6
18,3,1.0,0.8333333333333334,30,24,6
18,4,1.0,0.3333333333333333,30,24,6
18,5,1.0,0.6666666666666666,30,24,6
18,6,1.0,0.3333333333333333,29,23,6
18,7,1.0,0.5,29,23,6
18,8,1.0,0.5,29,23,6
18,9,1.0,0.4,28,23,5
